record_id,paper_title,difficulty,figure_number,pdf_filename,geojson_filename,image_filename,source_url,license,caption
movement_patterns_of_two_bat,Movement Patterns of Two Bat Species Active During Winter in the Southeastern United States ,0,1,usfws-19.pdf,movement_patterns_of_two_bat_1.geojson,movement_patterns_of_two_bat_1.png,https://meridian.allenpress.com/jfwm/article/14/1/215/492063/Movement-Patterns-of-Two-Bat-Species-Active-During,public domain,"Two cave hibernacula in northeastern Tennessee, USA, where we captured two bat species, gray bat Myotis grisescens and eastern small-footed bat Myotis leibii, and tagged them with very-high-frequency radio transmitters. We used radio transmitters to track bat movements across the landscape during hibernation (November 1March 31, 20162019)."
assessment_of_potential_recovery_viability,Assessment of Potential Recovery Viability for Colorado Pikeminnow Ptychocheilus lucius in the Colorado River in Grand Canyon,0.3,2,usfws-20.pdf,assessment_of_potential_recovery_viability_2.geojson,assessment_of_potential_recovery_viability_2.png,https://meridian.allenpress.com/jfwm/article/14/1/239/492716/Assessment-of-Potential-Recovery-Viability-for,public domain,"Map of the Colorado River in Grand Canyon and its major tributaries, with boundaries for Lake Powell/Glen Canyon National Recreation Area, Grand Canyon National Park, Lake Mead National Recreation Area, and Havasupai, Hualapai, and Navajo Nation lands. Inset map shows study area states of Arizona, Utah, and Nevada (red box)."
travel_management_planning_for_wildlife,Travel Management Planning for Wildlife with a Case Study on the Mojave Desert Tortoise ,0.1,1,usfws-21.pdf,travel_management_planning_for_wildlife_1.geojson,travel_management_planning_for_wildlife_1.png,https://meridian.allenpress.com/jfwm/article/14/1/269/489796/Travel-Management-Planning-for-Wildlife-with-a,public domain,"Density of roads (black lines) within Mojave desert tortoise Gopherus agassizii monitoring strata in 2014. Roads between strata are shown in gray. The underlying habitat model is from Nussear et al. (2009). The strata occur in California, Nevada, Utah, and Arizona in the southwestern United States and are labelled as follows: AG = Chocolate Mountain Aerial Gunnery Range; BD = Beaver Dam Slope; CK = Chuckwalla; CM = Chemehuevi; CS = Coyote Springs; EV = Eldorado Valley; FE = Fenner; FK = Fremont-Kramer; GB = Gold Butte-Pakoon; IV = Ivanpah; JT = Joshua Tree National Park; MM = Mormon Mesa; OR = Ord-Rodman; PT = Pinto Mountains; PV = Piute Valley; RC = Red Cliffs Desert Reserve; SC = SuperiorCronese."
assessment_of_ambystomatid_salamander_populations,Assessment of Ambystomatid Salamander Populations and Their Breeding Habitats in the Delaware Water Gap National Recreation Area,0.3,1,USGS-01.pdf,assessment_of_ambystomatid_salamander_populations_1.geojson,assessment_of_ambystomatid_salamander_populations_1.png,https://pubs.usgs.gov/publication/sir20205081,public domain,Location of Delaware Water Gap National Recreation Area.
western_purple_martin_progne_subis,"Western Purple Martin (Progne subis arboricola) Occurrence on the Siuslaw National Forest, Summer 2019",0.4,1,USGS-02.pdf,western_purple_martin_progne_subis_1.geojson,western_purple_martin_progne_subis_1.png,https://pubs.usgs.gov/publication/ofr20201130,public domain,"Map showing location and status of Siuslaw National Forest sites surveyed for purple martin (Progne subis arboricola) breeding status, defined according to criteria in table 1. Blue represents unoccupied sites where no purple martins were observed; yellow represents one site classified as present, where purple martins were observed but not associated with a nest structure; and red represents sites classified as occupied, where evidence of nesting was observed. "
the_first_occurrence_of_the,"The first occurrence of the Australian redclaw crayfish Cherax quadricarinatus (von Martens, 1868) in the contiguous United States",0.2,3,USGS-03.pdf,the_first_occurrence_of_the_3.geojson,the_first_occurrence_of_the_3.png,https://pubs.usgs.gov/publication/70208830,public domain,Survey sites showing current distribution of the winter rust Puccinia abrupta var. partheniicola in the Punjab and KP Provinces and Islamabad Capital Territory of Pakistan.
hawaiian_hoary_bat_lasiurus_cinereus,"Hawaiian hoary bat (Lasiurus cinereus semotus) activity, diet and prey availability at the Waihou Mitigation Area, Maui",0.3,1,USGS-04.pdf,hawaiian_hoary_bat_lasiurus_cinereus_1.geojson,hawaiian_hoary_bat_lasiurus_cinereus_1.png,https://pubs.usgs.gov/publication/70204831,public domain,"The east Maui study area, including the Pu�u Makua Restoration Area (dash outline) within the Waihou Mitigation Area (blue polygon) and the Auwahi Wind Energy facility (orange polygon). Red circles represent sample sites used for acoustic monitoring, bat netting, and/or insect collection. Site names are shown in subsequent study area figures."
monitoring_fiveneedle_pine_on_bureau,"Monitoring five-needle pine on Bureau of Land Management lands in Wyoming summary report for 2013, 2014, 2016, 2017",0.5,1,USGS-05.pdf,monitoring_fiveneedle_pine_on_bureau_1.geojson,monitoring_fiveneedle_pine_on_bureau_1.png,https://pubs.usgs.gov/publication/70203850,public domain,Map of Wyoming Bureau of Land Management (BLM) five-needle pine study sites. Map also shows additional National Park Service (NPS) and US Forest Service (USFS) whitebark pine monitoring sites in the region.
seacliff_bedstraw_galium_buxifolium_patterns,"Sea-Cliff Bedstraw (Galium buxifolium) Patterns and Trends, 2005–14, on Santa Cruz and San Miguel Islands, Channel Islands National Park, California",0.4,4,USGS-06.pdf,seacliff_bedstraw_galium_buxifolium_patterns_4.geojson,seacliff_bedstraw_galium_buxifolium_patterns_4.png,https://pubs.usgs.gov/publication/ofr20191054,public domain,"Sea-cliff bedstraw (Galium buxifolium) distribution on Santa Cruz Island, California (adapted from McEachern and others, 2010a, appendix A, fig. A�4). Place names are according to Junak and others, 1995."
population_genomic_surveys_for_six,"Population Genomic Surveys for Six Rare Plant Species in San Diego County, California",0.2,1,USGS-07.pdf,population_genomic_surveys_for_six_1.geojson,population_genomic_surveys_for_six_1.png,https://pubs.usgs.gov/publication/ofr20181175,public domain,"San Diego County map of sampled Acanthomintha ilicifolia occurrences. Cyn, Canyon; E, East; Mtn, Mountain; SW, Southwest; Ter, Terraces; TNC, The Nature Conservancy. "
occurrence_of_batrachochytrium_dendrobatidis_in,"Occurrence of Batrachochytrium dendrobatidis in anurans of the Mediterranean region of Baja California, México",0.2,1,USGS-09.pdf,occurrence_of_batrachochytrium_dendrobatidis_in_1.geojson,occurrence_of_batrachochytrium_dendrobatidis_in_1.png,https://pubs.usgs.gov/publication/70195633,public domain,"Survey localities in the Mediterranean region of Baja California, M�xico, and whether the amphibians sampled there tested positive or negative for Batrachochytrium dendrobatidis (inset: M�xico). Numbers are site IDs (see Table 1)"
baseline_assessments_for_coral_reef,Baseline assessments for coral reef community structure and demographics on West Maui : data report,0.2,1,USGS-10.pdf,baseline_assessments_for_coral_reef_1.geojson,baseline_assessments_for_coral_reef_1.png,https://pubs.usgs.gov/publication/70189157,public domain,General location of the major study sites on west Maui. Modified from: http://www.westmauir2r.com/
chewing_lice_of_swan_geese,Chewing lice of swan geese (Anser cygnoides): New host-parasite associations,0.25,1,USGS-12.pdf,chewing_lice_of_swan_geese_1.geojson,chewing_lice_of_swan_geese_1.png,https://pubs.usgs.gov/publication/70189471,public domain,Location of study sites in northeastern Mongolia where wild swan geese were sampled for parasitic lice in 2014.
a_preliminary_investigation_of_the,"A preliminary investigation of the variables affecting the distribution of giant gartersnakes (Thamnophis gigas) in the Sacramento Valley, California",0.4,3,USGS-13.pdf,a_preliminary_investigation_of_the_3.geojson,a_preliminary_investigation_of_the_3.png,https://pubs.usgs.gov/publication/ofr20151178,public domain,"Model-averaged posterior mean probability of occurrence of giant gartersnakes (Thamnophis gigas) in the rice-growing regions of the Sacramento Valley, California, 2011�2013, using informative priors."
status_assessment_of_the_endangered,"Status assessment of the Endangered snow leopard Panthera uncia and other large mammals in the Kyrgyz Alay, using community knowledge corrected for imperfect detection",0.3,1,USGS-14.pdf,status_assessment_of_the_endangered_1.geojson,status_assessment_of_the_endangered_1.png,https://pubs.usgs.gov/publication/70187477,public domain,"(a) Global distribution of the snow leopard Panthera uncia, and the location of the study area in the Alay region of the Kyrgyz Republic. (b) The sampling grid used in site-occupancy surveys for snow leopard, ibex Capra sibirica, Marco Polo sheep Ovis ammon polii, wolf Canis lupus, brown bear Ursus arctos and lynx Lynx lynx."
birds_of_the_kilbuck_and,"Birds of the Kilbuck and Ahklun mountain region, Alaska",0.3,1,USGS-15.pdf,birds_of_the_kilbuck_and_1.geojson,birds_of_the_kilbuck_and_1.png,https://pubs.usgs.gov/publication/70184475,public domain,Study area and locations of places mentioned in the text.
the_importance_of_subarctic_intertidal,"The importance of subarctic intertidal habitats to shorebirds: A study of the central Yukon-Kuskokwim Delta, Alaska",0.3,1,USGS-16.pdf,the_importance_of_subarctic_intertidal_1.geojson,the_importance_of_subarctic_intertidal_1.png,https://pubs.usgs.gov/publication/70182159,public domain,"The central Yukon-Kuskokwim River Delta showing the four major bays, the Tutakoke River study area, and the 12 areas censused during aerial surveys. The shading depicts the approximate distribution of intertidal habitats exposed at mean lower low water (MLLW). "
rangewide_genetic_analysis_of_an,"Range-wide genetic analysis of an endangered bumble bee (Bombus affinis, Hymenoptera: Apidae) reveals population structure, isolation by distance, and low colony abundance",0.1,1,USGS-17.pdf,rangewide_genetic_analysis_of_an_1.geojson,rangewide_genetic_analysis_of_an_1.png,https://pubs.usgs.gov/publication/70252982,public domain,"Map of the study area showing locations of individual specimens of Bombus affnis collected from the feld in 2020 and 2021 colored by putative 100-km populations (circles) relative to the density of all US Fish and Wildlife Service B. affnis records from 2015 through 2021 (gray overlay). Background fll colors of states represent the recovery plan CU boundaries (US Fish and Wildlife Service 2021). For visual simplicity, CU 5 and states without records from 2015 to 2021 are not shown. The inset map provides regional context within the United States."
longterm_occupancy_monitoring_reveals_value,"Long-term occupancy monitoring reveals value of moderate disturbance for an open-habitat specialist, the Stephens' kangaroo rat (Dipodomys stephensi)",0.4,1,USGS-18.pdf,longterm_occupancy_monitoring_reveals_value_1.geojson,longterm_occupancy_monitoring_reveals_value_1.png,https://pubs.usgs.gov/publication/70252184,public domain,"Stephens' kangaroo rat (Dipodomys stephensi) monitoring area within Marine Corps Base Camp Pendleton, San Diego County, CA, USA. Top right inset shows location (red) in California."
distribution_and_abundance_of_least,"Distribution and Abundance of Least Bell’s Vireos (Vireo bellii pusillus), Southwestern Willow Flycatchers (Empidonax traillii extimus), and Coastal California Gnatcatchers (Polioptila californica californica) at the Santa Fe Dam, Los Angeles County, California—2022 Data Summary",0.2,3,USGS-20.pdf,distribution_and_abundance_of_least_3.geojson,distribution_and_abundance_of_least_3.png,https://pubs.usgs.gov/publication/dr1171,public domain,"Least Bell�s Vireo (Vireo bellii pusillus), Willow Flycatcher (Empidonax traillii), and Coastal California Gnatcatcher (Polioptila californica californica) locations at the Santa Fe Dam, Los Angeles County, California, 2022."
inventory_of_eelgrass_zostera_marina,"Inventory of Eelgrass (Zostera marina) and Seaweeds at the End of the Alaska Peninsula, August–September 2012",0.2,1,USGS-21.pdf,inventory_of_eelgrass_zostera_marina_1.geojson,inventory_of_eelgrass_zostera_marina_1.png,https://pubs.usgs.gov/publication/ofr20211034,public domain,"Locations of the six embayments and two offshore islands surveyed to assess the abundance and distribution of eelgrass (Zostera marina), seaweeds and five sessile invertebrates, at the end of the Alaska Peninsula, Alaska, 2012. "
documentation_of_a_probable_spawning,"Documentation of a probable spawning run of cisco Coregonus artedi in the Spanish River, Ontario, Canada",0.2,1,USGS-23.pdf,documentation_of_a_probable_spawning_1.geojson,documentation_of_a_probable_spawning_1.png,https://pubs.usgs.gov/publication/70259732,public domain,"Map of the Spanish River area, including Aird Bay, the Whalesback Channel, and the North Channel of Lake Huron, and Espanola, Ontario, Canada. Rectangle = study area. Inset: Detailed view of the study area on the Spanish River, including the dam in Espanola. Sampling occurred between the solid lines. Coordinates on the exterior map to the broader-scale map; coordinates on the interior of the inset map to the inset."
despite_regional_variation_gymnorhinus_cyanocephalus,"Despite regional variation, Gymnorhinus cyanocephalus (Pinyon Jay) densities generally increase with local pinyon–juniper cover and heterogeneous ground cover",0.1,1,USGS-24.pdf,despite_regional_variation_gymnorhinus_cyanocephalus_1.geojson,despite_regional_variation_gymnorhinus_cyanocephalus_1.png,https://pubs.usgs.gov/publication/70257760,public domain,"Study area (shaded region in inset), level III ecoregions (U.S. Environmental Protection Agency 2011), and IMBCR survey locations included in modeling fne-scale habitat relationships of G. cyanocephalus (Pinyon Jay), 2008 to 2020. Ecoregion level III numeric codes are presented next to the ecoregion name. Base maps modifed from National Weather Service, 1:2,000,000, 1980."
foraging_ecology_of_southern_sea,Foraging ecology of southern sea otters at the northern range extent informs regional population dynamics,0.2,1,USGS-25.pdf,foraging_ecology_of_southern_sea_1.geojson,foraging_ecology_of_southern_sea_1.png,https://pubs.usgs.gov/publication/70257483,public domain,"(A) The study location at A�o Nuevo State Park represents part of the current northern range of the southern sea otter. (B) Within the State Park, coastal areas were used for focal observations"
monitoring_questing_winter_tick_abundance,Monitoring questing winter tick abundance on traditional moose hunting lands,0.1,1,USGS-26.pdf,monitoring_questing_winter_tick_abundance_1.geojson,monitoring_questing_winter_tick_abundance_1.png,https://pubs.usgs.gov/publication/70257524,public domain,"Sample sites (yellow circles) for winter ticks at 3 study areas in the northeastern United States: sovereign trust lands, Maine (STL), western and central Massachusetts (WCM), and White Mountain National Forest and Umbagog National Wildlife Refuge, New Hampshire (WMU). Sampling occurred from 6 September 2022�9 December 2022. The background map represents a modeled gradient of moose habitat suitability from black indicating low suitability to light green indicating high suitability."
